,Desa/Kelurahan,Desa/Kelurahan Terluar,Kabupaten/Kota,Kecamatan,Ketinggian DPL (M),Koordinat Bujur,Koordinat Lintang,Lokasi,Luas (Ha),Provinsi,Status,Tipologi,_id
1551,GUDANG HILIR,Tidak,KABUPATEN KAPUAS HULU,SELIMBAU,"4,00","111,995830","0,660163",DESA GUDANG HILIR KECAMATAN SELIMBAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"17.702,41",KALIMANTAN BARAT,DESA,Perladangan,1552
1552,TITIAN KUALA,Tidak,KABUPATEN KAPUAS HULU,SELIMBAU,"400,00","112,045270","0,718454",DESA TITIAN KUALA KECAMATAN SELIMBAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"105.514,00",KALIMANTAN BARAT,DESA,Perladangan,1553
1553,SEKUBAH,Tidak,KABUPATEN KAPUAS HULU,SELIMBAU,"8,00","112,079582","0,848762",DESA SEKUBAH KECAMATAN SELIMBAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"618,23",KALIMANTAN BARAT,DESA,Perladangan,1554
1554,PIASAK HULU,Tidak,KABUPATEN KAPUAS HULU,SELIMBAU,"50,00","112,230740","0,661720",DESA PIASAK HULU KECAMATAN SELIMBAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"34.114,00",KALIMANTAN BARAT,DESA,Perladangan,1555
1555,SEKULAT,Tidak,KABUPATEN KAPUAS HULU,SELIMBAU,"0,00","0,000000","0,000000",DESA SEKULAT KECAMATAN SELIMBAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1556
1556,NANGA LEBOYAN,Tidak,KABUPATEN KAPUAS HULU,SELIMBAU,"26,00","8,560434","12,217000",DESA NANGA LEBOYAN KECAMATAN SELIMBAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"35.080,00",KALIMANTAN BARAT,DESA,Perladangan,1557
1557,VEGA,Tidak,KABUPATEN KAPUAS HULU,SELIMBAU,"15,00","0,000000","0,000000",DESA VEGA KECAMATAN SELIMBAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"21.000,00",KALIMANTAN BARAT,DESA,Persawahan,1558
1558,MAWAN,Tidak,KABUPATEN KAPUAS HULU,SELIMBAU,"51,00","0,000000","0,000000",DESA MAWAN KECAMATAN SELIMBAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"5.000,00",KALIMANTAN BARAT,DESA,Perladangan,1559
1559,SEMALAH,Tidak,KABUPATEN KAPUAS HULU,SELIMBAU,"0,00","0,000000","0,000000",DESA SEMALAH KECAMATAN SELIMBAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"4.431,00",KALIMANTAN BARAT,DESA,Perladangan,1560
1560,TEMPURAU,Tidak,KABUPATEN KAPUAS HULU,SELIMBAU,"0,00","0,000000","0,000000",DESA TEMPURAU KECAMATAN SELIMBAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"8,80",KALIMANTAN BARAT,DESA,Perladangan,1561
1561,KERENGAS,Tidak,KABUPATEN KAPUAS HULU,SUHAID,"0,00","112,029020","0,514345",DESA KERENGAS KECAMATAN SUHAID KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"2.823,11",KALIMANTAN BARAT,DESA,Perladangan,1562
1562,MENSUSAI,Tidak,KABUPATEN KAPUAS HULU,SUHAID,"0,00","112,081769","0,539463",DESA MENSUSAI KECAMATAN SUHAID KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"4.259,77",KALIMANTAN BARAT,DESA,Perladangan,1563
1563,MANTAN,Tidak,KABUPATEN KAPUAS HULU,SUHAID,"0,00","112,006685","0,529101",DESA MANTAN KECAMATAN SUHAID KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"6.962,33",KALIMANTAN BARAT,DESA,Perladangan,1564
1564,NANGA SUHAID,Tidak,KABUPATEN KAPUAS HULU,SUHAID,"150,00","111,979922","0,551184",DESA NANGA SUHAID KECAMATAN SUHAID KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"136,74",KALIMANTAN BARAT,DESA,Perladangan,1565
1565,MADANG PERMAI,Tidak,KABUPATEN KAPUAS HULU,SUHAID,"60,00","111,907172","0,656200",DESA MADANG PERMAI KECAMATAN SUHAID KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"80,40",KALIMANTAN BARAT,DESA,Perladangan,1566
1566,TANJUNG,Tidak,KABUPATEN KAPUAS HULU,SUHAID,"300,00","111,954435","0,602932",DESA TANJUNG KECAMATAN SUHAID KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"3.513,00",KALIMANTAN BARAT,DESA,Perladangan,1567
1567,LAUT TAWANG,Tidak,KABUPATEN KAPUAS HULU,SUHAID,"0,00","0,000000","0,000000",DESA LAUT TAWANG KECAMATAN SUHAID KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"4.000,00",KALIMANTAN BARAT,DESA,Perladangan,1568
1568,JONGKONG HULU,Tidak,KABUPATEN KAPUAS HULU,SUHAID,"0,00","0,000000","0,000000",DESA JONGKONG HULU KECAMATAN SUHAID KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"200.000,00",KALIMANTAN BARAT,DESA,Perladangan,1569
1569,MENAPAR,Tidak,KABUPATEN KAPUAS HULU,SUHAID,"0,00","0,000000","0,000000",DESA MENAPAR KECAMATAN SUHAID KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"1.323,60",KALIMANTAN BARAT,DESA,Perladangan,1570
1570,LUBUK PENGAIL,Tidak,KABUPATEN KAPUAS HULU,SUHAID,"0,00","0,000000","0,000000",DESA LUBUK PENGAIL KECAMATAN SUHAID KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"6.000,00",KALIMANTAN BARAT,DESA,Perladangan,1571
1571,TANJUNG HARAPAN,Tidak,KABUPATEN KAPUAS HULU,SUHAID,"100,00","111.908,000000","65.620,000000",DESA TANJUNG HARAPAN KECAMATAN SUHAID KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"60.750,00",KALIMANTAN BARAT,DESA,Perladangan,1572
1572,RANYAI,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"0,00","111,945366","0,350900",DESA RANYAI KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"2.244,00",KALIMANTAN BARAT,DESA,Perladangan,1573
1573,SEJIRAM,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"0,00","111,986964","0,427271",DESA SEJIRAM KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"1.400,00",KALIMANTAN BARAT,DESA,Perladangan,1574
1574,BELUIS HARUM,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"0,00","112,000910","0,318204",DESA BELUIS HARUM KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"4.093,84",KALIMANTAN BARAT,DESA,Perladangan,1575
1575,GURUNG,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"1.200,00","112,059349","0,434678",DESA GURUNG KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"2.534,00",KALIMANTAN BARAT,DESA,Perladangan,1576
1576,BATI,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"69,00","112,035780","0,235780",DESA BATI KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"4.185,00",KALIMANTAN BARAT,DESA,Perladangan,1577
1577,SENEBAN,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"0,00","112,104259","0,335608",DESA SENEBAN KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"29,50",KALIMANTAN BARAT,DESA,Perladangan,1578
1578,BELIKAI,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"0,00","112,156452","0,312773",DESA BELIKAI KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"50.170,00",KALIMANTAN BARAT,DESA,Perladangan,1579
1579,PALA KOTA,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"0,00","111,912073","0,386908",DESA PALA KOTA KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"4.902,26",KALIMANTAN BARAT,DESA,Perladangan,1580
1580,EMPERIANG,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"69,00","111,907369","0,457818",DESA EMPERIANG KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"4.162,00",KALIMANTAN BARAT,DESA,Perladangan,1581
1581,NANGA LOT,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"69,00","111,290842","0,192440",DESA NANGA LOT KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"6.543,00",KALIMANTAN BARAT,DESA,Perladangan,1582
1582,TANJUNG KELILING,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"0,00","0,000000","0,000000",DESA TANJUNG KELILING KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1583
1583,TAJAU MADA,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"0,00","0,000000","0,000000",DESA TAJAU MADA KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"93.342,57",KALIMANTAN BARAT,DESA,Perladangan,1584
1584,JERENJANG,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"0,00","0,000000","0,000000",DESA JERENJANG KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"1.956,45",KALIMANTAN BARAT,DESA,Perladangan,1585
1585,BEKUAN,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"1.000,00","0,000000","0,000000",DESA BEKUAN KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"5.418,48",KALIMANTAN BARAT,DESA,Perladangan,1586
1586,NANGA PALA,Tidak,KABUPATEN KAPUAS HULU,SEBERUANG,"0,00","0,000000","0,000000",DESA NANGA PALA KECAMATAN SEBERUANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"3.712,52",KALIMANTAN BARAT,DESA,Perladangan,1587
1587,NANGA SEBERUANG,Tidak,KABUPATEN KAPUAS HULU,SEMITAU,"0,00","111,826003","0,461090",DESA NANGA SEBERUANG KECAMATAN SEMITAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1588
1588,KENERAK,Tidak,KABUPATEN KAPUAS HULU,SEMITAU,"38,00","111,898101","0,492460",DESA KENERAK KECAMATAN SEMITAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"2.512,90",KALIMANTAN BARAT,DESA,Kehutanan,1589
1589,SEMITAU HULU,Tidak,KABUPATEN KAPUAS HULU,SEMITAU,"180,00","111,883904","0,557434",DESA SEMITAU HULU KECAMATAN SEMITAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"5.754,00",KALIMANTAN BARAT,DESA,Kehutanan,1590
1590,KENEPAI KOMPLEK,Tidak,KABUPATEN KAPUAS HULU,SEMITAU,"1.300,00","111,763124","0,562442",DESA KENEPAI KOMPLEK KECAMATAN SEMITAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"5.633,00",KALIMANTAN BARAT,DESA,Kehutanan,1591
1591,ENTIPAN,Tidak,KABUPATEN KAPUAS HULU,SEMITAU,"0,00","111,791616","0,641911",DESA ENTIPAN KECAMATAN SEMITAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"15.195,00",KALIMANTAN BARAT,DESA,Kehutanan,1592
1592,SEMITAU HILIR,Tidak,KABUPATEN KAPUAS HULU,SEMITAU,"0,00","0,000000","0,000000",DESA SEMITAU HILIR KECAMATAN SEMITAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"4.951,23",KALIMANTAN BARAT,DESA,Kehutanan,1593
1593,NANGA KENEPAI,Tidak,KABUPATEN KAPUAS HULU,SEMITAU,"0,00","0,000000","0,000000",DESA NANGA KENEPAI KECAMATAN SEMITAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Kehutanan,1594
1594,TUA` ABANG,Tidak,KABUPATEN KAPUAS HULU,SEMITAU,"0,00","0,000000","0,000000",DESA TUA` ABANG KECAMATAN SEMITAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"11.577,00",KALIMANTAN BARAT,DESA,Kehutanan,1595
1595,NANGA LEMEDAK,Tidak,KABUPATEN KAPUAS HULU,SEMITAU,"0,00","0,000000","0,000000",DESA NANGA LEMEDAK KECAMATAN SEMITAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Kehutanan,1596
1596,MARSEDAN RAYA,Tidak,KABUPATEN KAPUAS HULU,SEMITAU,"1.150,00","111,565658","0,351664",DESA MARSEDAN RAYA KECAMATAN SEMITAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"1.300,00",KALIMANTAN BARAT,DESA,Kehutanan,1597
1597,PADUNG KUMANG,Tidak,KABUPATEN KAPUAS HULU,SEMITAU,"0,00","0,000000","0,000000",DESA PADUNG KUMANG KECAMATAN SEMITAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"5.633,00",KALIMANTAN BARAT,DESA,Kehutanan,1598
1598,SEKEDAU,Tidak,KABUPATEN KAPUAS HULU,SEMITAU,"0,00","0,000000","0,000000",DESA SEKEDAU KECAMATAN SEMITAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"6.589,80",KALIMANTAN BARAT,DESA,Kehutanan,1599
1599,KELING PANGGAU,Tidak,KABUPATEN KAPUAS HULU,EMPANANG,"0,00","111,800350","0,727955",DESA KELING PANGGAU KECAMATAN EMPANANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,1600
1600,BAJAU ANDAI,Tidak,KABUPATEN KAPUAS HULU,EMPANANG,"55,00","111,858449","0,762289",DESA BAJAU ANDAI KECAMATAN EMPANANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"11.000,00",KALIMANTAN BARAT,DESA,Persawahan,1601
1601,TINTIN PENINJAU,Ya,KABUPATEN KAPUAS HULU,EMPANANG,"60,00","111,823692","0,831099",DESA TINTIN PENINJAU KECAMATAN EMPANANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"450,00",KALIMANTAN BARAT,DESA,Persawahan,1602
1602,NANGA KANTUK,Tidak,KABUPATEN KAPUAS HULU,EMPANANG,"0,00","111,750185","0,792381",DESA NANGA KANTUK KECAMATAN EMPANANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1603
1603,KUMANG JAYA,Ya,KABUPATEN KAPUAS HULU,EMPANANG,"10.000,00","111,757482","0,877044",DESA KUMANG JAYA KECAMATAN EMPANANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"14.400,00",KALIMANTAN BARAT,DESA,Perladangan,1604
1604,LAJA SANDANG,Tidak,KABUPATEN KAPUAS HULU,EMPANANG,"0,00","0,000000","0,000000",DESA LAJA SANDANG KECAMATAN EMPANANG KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"10.000,00",KALIMANTAN BARAT,DESA,Perladangan,1605
1605,SUNGAI ANTU,Ya,KABUPATEN KAPUAS HULU,PURING KENCANA,"0,00","111,654762","0,904034",DESA SUNGAI ANTU KECAMATAN PURING KENCANA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"4.905,00",KALIMANTAN BARAT,DESA,Persawahan,1606
1606,MERAKAI PANJANG,Ya,KABUPATEN KAPUAS HULU,PURING KENCANA,"0,00","111,693550","0,945418",DESA MERAKAI PANJANG KECAMATAN PURING KENCANA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"85.700,00",KALIMANTAN BARAT,DESA,Persawahan,1607
1607,KANTUK ASAM,Ya,KABUPATEN KAPUAS HULU,PURING KENCANA,"0,00","111,753978","0,964555",DESA KANTUK ASAM KECAMATAN PURING KENCANA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"172,52",KALIMANTAN BARAT,DESA,Persawahan,1608
1608,KANTUK BUNUT,Ya,KABUPATEN KAPUAS HULU,PURING KENCANA,"0,00","0,000000","0,000000",DESA KANTUK BUNUT KECAMATAN PURING KENCANA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"61,71",KALIMANTAN BARAT,DESA,Persawahan,1609
1609,SUNGAI MAWANG,Tidak,KABUPATEN KAPUAS HULU,PURING KENCANA,"0,00","0,000000","0,000000",DESA SUNGAI MAWANG KECAMATAN PURING KENCANA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"178,00",KALIMANTAN BARAT,DESA,Persawahan,1610
1610,LANGAU,,KABUPATEN KAPUAS HULU,PURING KENCANA,"0,00","0,000000","0,000000",DESA LANGAU KECAMATAN PURING KENCANA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,1611
1611,PULAU MAJANG,Ya,KABUPATEN KAPUAS HULU,BADAU,"0,00","111,956921","0,862743",DESA PULAU MAJANG KECAMATAN BADAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"84,20",KALIMANTAN BARAT,DESA,Perladangan,1612
1612,KEKURAK,Ya,KABUPATEN KAPUAS HULU,BADAU,"12,00","111,849411","0,877375",DESA KEKURAK KECAMATAN BADAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"98,70",KALIMANTAN BARAT,DESA,Persawahan,1613
1613,SEMUNTIK,Tidak,KABUPATEN KAPUAS HULU,BADAU,"40,00","111,912652","0,921547",DESA SEMUNTIK KECAMATAN BADAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,1614
1614,JANTING,Ya,KABUPATEN KAPUAS HULU,BADAU,"1.500,00","111,880736","0,950945",DESA JANTING KECAMATAN BADAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"6.500,00",KALIMANTAN BARAT,DESA,Persawahan,1615
1615,SERIANG,Ya,KABUPATEN KAPUAS HULU,BADAU,"300,00","111,984616","1,028643",DESA SERIANG KECAMATAN BADAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"37.000,00",KALIMANTAN BARAT,DESA,Persawahan,1616
1616,BADAU,Ya,KABUPATEN KAPUAS HULU,BADAU,"13,00","111,898806","1,008543",DESA BADAU KECAMATAN BADAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"92.322,00",KALIMANTAN BARAT,DESA,Persawahan,1617
1617,SEBINDANG,Ya,KABUPATEN KAPUAS HULU,BADAU,"0,00","0,000000","0,000000",DESA SEBINDANG KECAMATAN BADAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,1618
1618,TINTING SELIGI,Ya,KABUPATEN KAPUAS HULU,BADAU,"0,00","0,000000","0,000000",DESA TINTING SELIGI KECAMATAN BADAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"16.200,00",KALIMANTAN BARAT,DESA,Persawahan,1619
1619,TAJUM,Ya,KABUPATEN KAPUAS HULU,BADAU,"0,00","0,000000","0,000000",DESA TAJUM KECAMATAN BADAU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,1620
1620,SETULANG,Tidak,KABUPATEN KAPUAS HULU,BATANG LUPAR,"60,00","112,079639","1,118459",DESA SETULANG KECAMATAN BATANG LUPAR KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"14.200,00",KALIMANTAN BARAT,DESA,Persawahan,1621
1621,SEPANDAN,Tidak,KABUPATEN KAPUAS HULU,BATANG LUPAR,"50,00","112,229461","1,036177",DESA SEPANDAN KECAMATAN BATANG LUPAR KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"22.536,00",KALIMANTAN BARAT,DESA,Persawahan,1622
1622,MELEMBA,Tidak,KABUPATEN KAPUAS HULU,BATANG LUPAR,"34,00","112,381462","0,872757",DESA MELEMBA KECAMATAN BATANG LUPAR KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"26.186,00",KALIMANTAN BARAT,DESA,Perladangan,1623
1623,SUNGAI AJUNG,Tidak,KABUPATEN KAPUAS HULU,BATANG LUPAR,"52,00","112,358535","0,966927",DESA SUNGAI AJUNG KECAMATAN BATANG LUPAR KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"28.200,00",KALIMANTAN BARAT,DESA,Persawahan,1624
1624,SUNGAI ABAU,Tidak,KABUPATEN KAPUAS HULU,BATANG LUPAR,"125,00","112,235179","1,040614",DESA SUNGAI ABAU KECAMATAN BATANG LUPAR KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"4.953,00",KALIMANTAN BARAT,DESA,Persawahan,1625
1625,LABIAN,Tidak,KABUPATEN KAPUAS HULU,BATANG LUPAR,"50,00","112,290143","1,101483",DESA LABIAN KECAMATAN BATANG LUPAR KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"4.824,22",KALIMANTAN BARAT,DESA,Persawahan,1626
1626,MENSIAU,Ya,KABUPATEN KAPUAS HULU,BATANG LUPAR,"142,00","112,000000","1,000000",DESA MENSIAU KECAMATAN BATANG LUPAR KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"32.361,00",KALIMANTAN BARAT,DESA,Persawahan,1627
1627,SUNGAI SENUNUK,Ya,KABUPATEN KAPUAS HULU,BATANG LUPAR,"42,00","112,081600","1,064600",DESA SUNGAI SENUNUK KECAMATAN BATANG LUPAR KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"42.000,00",KALIMANTAN BARAT,DESA,Persawahan,1628
1628,LANJAK DERAS,Tidak,KABUPATEN KAPUAS HULU,BATANG LUPAR,"21,00","13,000000","59,000000",DESA LANJAK DERAS KECAMATAN BATANG LUPAR KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"7.161,00",KALIMANTAN BARAT,DESA,Persawahan,1629
1629,LABIAN IRA`ANG,Tidak,KABUPATEN KAPUAS HULU,BATANG LUPAR,"0,00","0,000000","0,000000",DESA LABIAN IRA`ANG KECAMATAN BATANG LUPAR KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"2.370,85",KALIMANTAN BARAT,DESA,Persawahan,1630
1630,PULAU MANAK,Tidak,KABUPATEN KAPUAS HULU,EMBALOH HULU,"0,00","112,337043","1,171015",DESA PULAU MANAK KECAMATAN EMBALOH HULU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"35.970,00",KALIMANTAN BARAT,DESA,Persawahan,1631
1631,BANUA MARTINUS,Tidak,KABUPATEN KAPUAS HULU,EMBALOH HULU,"50,00","112,448448","1,131994",DESA BANUA MARTINUS KECAMATAN EMBALOH HULU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"2.860,00",KALIMANTAN BARAT,DESA,Persawahan,1632
1632,BANUA UJUNG,Tidak,KABUPATEN KAPUAS HULU,EMBALOH HULU,"0,00","112,467211","1,241695",DESA BANUA UJUNG KECAMATAN EMBALOH HULU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"2.894,00",KALIMANTAN BARAT,DESA,Persawahan,1633
1633,SAUJUNG GILING  MANIK,Tidak,KABUPATEN KAPUAS HULU,EMBALOH HULU,"0,00","112,550926","1,207767",DESA SAUJUNG GILING  MANIK KECAMATAN EMBALOH HULU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"32.020,00",KALIMANTAN BARAT,DESA,Persawahan,1634
1634,ULAK PAUK,Tidak,KABUPATEN KAPUAS HULU,EMBALOH HULU,"49,00","112,609741","1,244206",DESA ULAK PAUK KECAMATAN EMBALOH HULU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"19.392,55",KALIMANTAN BARAT,DESA,Persawahan,1635
1635,RANTAU PRAPAT,Tidak,KABUPATEN KAPUAS HULU,EMBALOH HULU,"0,00","112,774812","1,352890",DESA RANTAU PRAPAT KECAMATAN EMBALOH HULU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"24.193,15",KALIMANTAN BARAT,DESA,Persawahan,1636
1636,LANGAN BARU,Ya,KABUPATEN KAPUAS HULU,EMBALOH HULU,"77,50","112,557854","1,351138",DESA LANGAN BARU KECAMATAN EMBALOH HULU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"7.750,00",KALIMANTAN BARAT,DESA,Persawahan,1637
1637,MENUA SADAP,Tidak,KABUPATEN KAPUAS HULU,EMBALOH HULU,"526,00","112,926770","1,394728",DESA MENUA SADAP KECAMATAN EMBALOH HULU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"2.044,40",KALIMANTAN BARAT,DESA,Persawahan,1638
1638,BATU LINTANG,Ya,KABUPATEN KAPUAS HULU,EMBALOH HULU,"0,00","0,000000","0,000000",DESA BATU LINTANG KECAMATAN EMBALOH HULU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,1639
1639,TAMAO,Tidak,KABUPATEN KAPUAS HULU,EMBALOH HULU,"77,00","11,548925","11,244918",DESA TAMAO KECAMATAN EMBALOH HULU KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"10.521,00",KALIMANTAN BARAT,DESA,Persawahan,1640
1640,HILIR KANTOR,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"50,00","3,000000","110,300000",DESA HILIR KANTOR KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"25,00",KALIMANTAN BARAT,KELURAHAN,Perindustrian/Jasa,1641
1641,PUTUSSIBAU KOTA,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"0,00","112,982155","0,958572",DESA PUTUSSIBAU KOTA KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"139,30",KALIMANTAN BARAT,KELURAHAN,Perindustrian/Jasa,1642
1642,PALA PULAU,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"50,00","112,967666","1,002640",DESA PALA PULAU KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"229,00",KALIMANTAN BARAT,DESA,Perindustrian/Jasa,1643
